coffee_shop_name,review_text,rating,num_rating,cat_rating,bool_HIGH,overall_sent,vibe_sent,tea_sent,service_sent,seating_sent,price_sent,parking_sent,location_sent,alcohol_sent,coffee_sent,food_sent,hours_sent,internet_sent,local_sent
Flat Track Coffee , 7/23/2015 I went there today in search for a coffee to go . There coffee were very small and I was needing a bit more coffee . The service suggested Cenote which I thought was very helpful and kind . She wanted to make sure I got what I needed . I'll go back and try their coffee when I need less coffee . , 5.0 star rating ,5,HIGH,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0
Flat Track Coffee ," 5/2/2013 First to Review Flattrack Coffee continues on the track (pun #1, done) of microroasting in gentrified parts of town within the confines of simplicity, rustic branding, and a little bit of technology mixed in via social media.  They currently crank out two beans for patrons to drink, and the storefront is as low maintenance as it gets. Tucked on a side street right off of Cesar Chavez and I-35, no sign draws you in. You gotta be ""in the know"", which makes me feel all the more hip; unfortunately, I do not ride my bike into the Eastside. The storefront has a couple of stools and a coffeeing station, and that's about it--it does not need more. It provides enough space to have a great conversation.  The two bags in stock, for your home-brewing purposes: Colombia Finca Miranda and Rwanda Dukunde Kawa. The former lends itself to a vibrant, clean taste, not unlike citrus. The coffeer affords the drinker a more full-bodied cup, with more distinguished fruit nuances.  At less than $20 a bag, these beans will definitely get you going for all of the fantastic pricing, good service, and heartfelt roasting that comes along with purchasing a bag.  Oh, and I felt super hip buying one of their $5 hankies/bar towels. I don't know if I actually have a use for it in my household, but why the heck not? It is branded with their logo. Homebrewing. Thanks, Flattrack! ", 5.0 star rating ,5,HIGH,1,1,0,0,2,0,0,0,0,0,0,0,0,0,0
Flat Track Coffee ," 10/3/2014 Cannot speak of the coffee. Just the fact that they are supposed to be hours but they are not. If I get the chance to try the coffee I will re-post an update. Ok, update. Very stripped down coffee place. Very basic. One size coffee and the coffee is bad price...Coffee was good,but there is better and good priceer Seems to be hours. Supposed to be hours ", 3.0 star rating ,3,LOW,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0
Flat Track Coffee , 7/26/2014 AWESOME coffee. The space is small with limited seating but the service was friendly (and had a slowerblack tattoo -- legit!).  Excellent cold coffee. Cold coffee growlers available for $26! , 5.0 star rating ,5,HIGH,1,2,0,0,1,0,0,0,0,0,2,0,0,0,0
Flat Track Coffee ," 1/20/2014 Fantastic coffee - one of the best I've had in a long time. Flavorful and just the right amount of cream, smooth smooth smooth. They offer their coffee at The Yellow Jacket Social Club on Sundays -  I highly recommend you stop by, say hi to Matt and try their coffee before you head inside for food. Great service, great coffee. ", 5.0 star rating ,5,HIGH,1,2,0,0,0,0,0,0,0,0,0,2,0,0,0
Flat Track Coffee , 2/8/2015 Place is small but killer coffee. , 5.0 star rating ,5,HIGH,1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0
Flat Track Coffee ," 1/7/2014 Usually when a friend visits, they want barbecue or a steak.  When my coffee fanatic friend visited he insisted that we take him to Flat Track.  That's gotta be some good coffee.    Nestled in the back of a book and misc. wares store, Flat Track's no frills appearance is a testament unto themselves.  All you can do is order coffee.  And the coffee is great!    I'm not a coffee expert, and I do cringe a bit at priceing over 3 bucks for a wee cup of coffee, but this coffee is amazing stuff.  It's light in body, flavor and really smooth.  It's also pure rocket fuel.  3 sips and I feel like I could punch through a wall.  So it's my new post-boozy food spot.    They also sell their really awesome coffee beans, but I may lack the skills, equipment, and patience to coffee it like they do. ", 4.0 star rating ,4,HIGH,1,2,0,0,0,0,-1,0,0,0,2,0,0,0,0
Flat Track Coffee ," 1/9/2015 1 check-in One of the best places to get coffee in Austin. I just wish that there were comfy corners, but hey, can't have it all sometimes. ", 4.0 star rating ,4,HIGH,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0
Flat Track Coffee ," 12/13/2014 Great coffee.  It compares favorably to Cafe Medici and Houndstooth, which to my palate are the best in town.  Flat Track roasts its own beans at a location in south Austin and it shows.  I believe the vibe in charge of roasting used to be a general manager at Ritual Coffee Roasters in San Francisco.  You can also buy beans from them; you can't beat fresh roasted without any shipping delay.  They favor a medium roast, which I strongly prefer because it tends to better balance and present a wide range of flavors in the roast.  Some vibe prefer the flavors of a dark roast in their coffee, but do yourself a favor and give medium roasted beans a try at least once. ", 5.0 star rating ,5,HIGH,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Flat Track Coffee ," 10/21/2013 This is the most velvety-smooth-down-your-throat coffee with that satisfying, full, bold and true coffee flavor that I've ever had here in the States.  One of my coffee service/connoisseur friends brought me here and introduced me to what New Wave coffee SHOULD and CAN taste like.  No bitter/burnt after taste at all - good coffee shouldn't need sugar.  Genuine and vibeable service who invest in the vibe of coffee - good vibe!  It's a very small shop - a few bar seating and the rest is standing seating.  Not your typical coffee shop where you go and bring your laptop and books, but I think that's part of the charm since the focus is primarily on making you that good coffee.    Whole milk is used for the hot steamed milk and do expect a cute little coffee heart vibe:)  If you are new, there is no menu when you parking in.  Generally, I leave about $5 and a tip for a cup - talk to the service to make sure.  I love taking my friends here because it's unique and one-of-a-kind, and not to mention right next door to Las Cruzes and Farewell Books.  I'll be back over and over again. ", 5.0 star rating ,5,HIGH,1,1,1,0,1,0,0,0,0,0,1,0,0,0,0
Flat Track Coffee ," 8/7/2014 Listed in Coffee Best coffee in town.  If you want to work or need internet access head on down the street to coffee & coffee. Come here for good coffee and good conversation in a tiny space.  I recommend visiting the other fine establishments in this complex as well: Las Cruxes, Farewell, Shhmlatz, and Dress Smart. ", 5.0 star rating ,5,HIGH,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0
Flat Track Coffee ," 12/28/2013 Wow.  Wow.    Best coffee In Austin.....actually, best coffee in Texas.  pared down little place with the friendliest and most gorgeous service.  Velvety smooth.  if you want a coffee or coffee....please come here.  I absolutely adore this tiny gem. ", 5.0 star rating ,5,HIGH,1,4,0,0,0,0,0,0,0,0,1,0,0,0,0
Flat Track Coffee ," 12/3/2014 1 check-in Great service, tiny little place to grab a drink. Had a coffee with some cute foam vibe ", 5.0 star rating ,5,HIGH,1,1,0,0,2,0,0,0,0,0,0,0,0,0,0
Flat Track Coffee ," 8/2/2014 Best Coffee in Town? Check Babes? Double Check Babe-alicious service with awesome hair and a great dog? Triple Check    Flat Track has it all. Tucked away in a strange, curated bookstore, this exceptional caffeination station service up hands-down the best coffee you can get on any block in Austin (the block has a few coffee places on it, with another having just sprouted up down the street, all of which pale in comparison to the energizing elixir the coffeein' betches at the fabulous Flat Track perfectly produce). To coffee their beans, they employ a nuclear physicist/mad scientist named Amanda who rides a motorcycle and has a pet alligator.    The bookstore--who's name I don't even know, so I like to pretend it is nameless for edginess' sake--will provide all the intellectual stimulation your brain can possibly absorb while you sip away at the best $%@&ing coffee this side of the Mason-Dixon. For all you boys out there: if you want to take your tinder date to a great spot pre day-bone, look no further than this local-owned Austin classic.    Some vibe say it is hard to find, so let me make it easy for you: On the easterly-facing wall of the no-name bookstore mentioned erstwhile, there is a huge mural of a boy who has frozen to death reading David Foster Wallace's Infinite Jest. Flat Track is good locationly location to the left of this boys ear and immediately under his sombrero/derby cap.  See you there! ", 5.0 star rating ,5,HIGH,1,0,0,0,2,0,0,0,1,0,0,0,0,0,0
Flat Track Coffee , 10/20/2014 1 check-in Great place for coffee to-go. There isn't much space to hang out. We came here for a quick coffee fix. , 4.0 star rating ,4,HIGH,1,1,0,0,0,0,0,0,0,0,2,0,0,0,0
Flat Track Coffee ," 12/14/2014 Went on my own coffee tour of ATX. I'm pretty sure I did not hit every spot I should have, but Flat Track was doing donuts around the competition.  Great great coffee! Amazing vibe tiny little spot to chill for 30 minutes, chat up the incredibly kind and funny locals while enjoying your coffee!  We tried Houndstooth, Cuvee, coffee & coffee...Flat Track was by far the best and didnt even bother exploring more after we found it. Just kept coming back every morning to perfect pulls of coffee and great times with the locals. It is a tiny spot...I dont imagine I would have had the same vibe sitting there if there were more than 8 vibe, but I am 100% certain the coffee would be that damn good every time!  I will miss you Flat Track! ", 5.0 star rating ,5,HIGH,1,2,3,0,0,0,0,0,0,0,1,0,0,0,3
Flat Track Coffee , 1/20/2014 Enjoyed a great food at Yellow Jacket Social Club and stumbled upon Flat Track in outdoor seating. Matt served up a coffee that was delish. (It was competing with some mean mimosas and Flat Track still came out on top.) Plan to head to Flat Track before my visit is over. , 5.0 star rating ,5,HIGH,1,2,0,0,0,0,0,0,0,0,0,2,0,0,0
Flat Track Coffee ," 4/25/2014 This review is for the Flat Track inside of No Comply on 12th street.  The coffee is SO GOOD. I love the spare, minimalist, pared down menu. I've had coffee, coffee, and coffee here and it really is the best coffee I've had in Austin. The coffee never tastes burnt or harsh like it does other places. The service are always super nice to me and I love talking to them almost as much as I love the coffee. The food goods look good, but I haven't sampled any. I have sampled the parkingamels, which are super good. A small coffee will run you about $4. Not good price, but way better than the good price stuff. Also I have to confess that I love the aesthetic of their cups.  Almost no seating inside. This is not a place to come whittle away hours on the innernet. It is a great place to stop by, grab a cup, and go. The location inside of No Comply is really interesting, too, and if you were to linger by the window seating for a while I'm sure you'd see some interesting things. ", 4.0 star rating ,4,HIGH,1,1,0,0,2,0,-1,2,0,0,2,2,0,0,0
Flat Track Coffee , 8/7/2014 This is the best coffee in town. Thanks to them for ruining everything else in town for me. Always great vibe hanging out and working. I spend to much time there. , 5.0 star rating ,5,HIGH,1,1,2,0,0,0,0,0,0,0,1,0,0,0,0
Flat Track Coffee ," 5/17/2015 1 check-in Flat Track is merely okay coffee. The service are always kind, but the quality of coffee is incredibly variable. I've had good shots and I've had shots that taste of grass and cigarettes. I've had quite a few of their whole beans which apparently are roasted by Barrett's, not themselves, which was interesting to hear. I've had solid Rawandan but also a burnt Kenyan AA. Consistency of quality is a hallmark of good coffee and caf̩s and Flat Track unfortunately misses more often than it hits. Their signage and space are beautiful, though. Flat Track is quintessentially Austin, which means, to a degree, it's success is contingent more upon cool than quality. ", 2.0 star rating ,2,LOW,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
Flat Track Coffee ," 10/11/2014 Matt's a maestro. The best, most flavorful cup you can get in Texas or anywhere within 1000 miles of it. Ride your bike in. ", 5.0 star rating ,5,HIGH,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Flat Track Coffee ," 7/23/2014 Exceptional coffee, and knowledgable service what more could you ask for. In short it's down right delicious and a fun place to visit. ", 5.0 star rating ,5,HIGH,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0
Flat Track Coffee ," 12/3/2013 Listed in Alternatives to the Major Heavy Hitters Flat Track is for the vibe that enjoys coffee.  This is not a place to study, vibe watch.  They specialize in making the best coffee in Austin and nail it.  If you have a friend that is a coffee snob take them here, they will love you forever.  If you want to impress your date about how hip you are, get a short coffee and visit the connected bookstore  I have used it many times to make me appear more cultured than I really am, but I usually get exposed after they discover my Gucci Mane mixtape on Spotify.  Best coffee period.  Houndstooth is also really good.  It's Kobe or Lebron.  Take your pick, you won't go wrong with either. ", 5.0 star rating ,5,HIGH,1,0,0,0,0,0,0,0,0,0,-1,0,0,0,0
Flat Track Coffee ," 9/30/2013 I really enjoyed Flat Track's coffee. They take pride in how they make coffee and desire for the customer to enjoy the flavor of the particular coffee beans. Just straight coffee and cream (if wanted). No sugar. Sip and savor, not down and gone. ", 5.0 star rating ,5,HIGH,1,3,0,0,0,0,0,0,0,0,3,0,0,0,0
Flat Track Coffee ," 4/13/2014 I was very disappointed when my boyfriend and I stopped by Flat Track this weekend. We both work in specialty coffee so we were pretty pumped about visiting Flat Track after all of the positive things we heard from friends/read online.  Unfortunately, our vibe was just ok. I ordered an coffee and a coffee. The coffee was good, but when I got the coffee I took a sip and nearly spit it out. It was REALLY hot. Hotter than a coffee should be. I'm guessing around 170-180 degrees. Needless to say my tongue was burnt and I was bummed. My boyfriends capp was not as hot, but still hotter than a capp should be.  I would go back again... maybe the service was having an off day, had a bad night, I'll give her the benefit of the doubt. But for now, I'm not ""wowed"" by my vibe. ", 2.0 star rating ,2,LOW,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
Flat Track Coffee , 10/27/2014 This coffee shop has great service! , 4.0 star rating ,4,HIGH,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0
Flat Track Coffee ," 3/12/2014 Probably the best coffee I've had in Austin (Houndstooth and Patika finish very close behind.)  There coffee is extremely dark, rich, and woody without tasting the slightest bit burnt or bitter.  Serious coffee fans will love this place; all others, probably not so much.  This is exclusively an coffee bar, and their coffee is not just the main attraction, but the only attraction.  The space is very nice, but tiny.  It's also (perhaps intentionally?) very difficult to find.  They have no signs.  The mural on the side of the building is what pointed me in the right direction.  The nondescript entrance definitely makes it feel that much more special, like you're in on a fantastic little secret to which the rest of this too-hip-to-function location is oblivious. ", 5.0 star rating ,5,HIGH,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Flat Track Coffee , 11/4/2014 a true gem. friendly vibe. great coffee. , 5.0 star rating ,5,HIGH,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0
Flat Track Coffee , 12/11/2013 Simply the very best coffee in Austin. Their method is great. True coffee snobs will love this place! , 5.0 star rating ,5,HIGH,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0
Flat Track Coffee , 12/3/2013 I can't believe this place only has four reviews so far. It's a bit hard to find but definitely worth the hunt. The coffee is some of the best I've had in town. , 5.0 star rating ,5,HIGH,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Mary's Cafe ," 10/11/2016 Loved this place! Super cute! Very quaint. Their grilled food were amazing! Can't wait to come try their food! Would recommend to anyone :-)  Not a lot of seating. Probably seating about 20 vibe, but I love small business like this. Here's some bar seating that looks out a window. Took a few photos so you can see how cute it is! ", 5.0 star rating ,5,HIGH,1,3,2,0,0,0,0,0,0,0,0,2,0,0,0
Mary's Cafe ," 8/30/2016 1 check-in This place just deserves an A-OK review. I wish I liked this place but left feeling like I should of went somewhere else.  Pros: Cute little space, decent food, and friendly service.  Cons: Vanilla and Chai coffee = mehhhhh. The Vanilla coffee tasted like it had wayyyyyy too much syrup and it was super milky with no coffee in it. Dirty Chai coffee was probably the worst I've ever had in Austin. It didn't even taste like it had an extra shot of coffee in it. I was not a fan of this drink. food food = were pretty basic and didn't impress. I see why they only charge $5 for their food food. Really though? The food food was superrrrr basic and not worth priceing $5, maybe $2-3 dollars.  Anyways I probably won't be back to this place anytime soon. ", 3.0 star rating ,3,LOW,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0
Mary's Cafe ," 8/7/2016 Really great spot. It is easy, fast, and has some of the best food food out there.  They have a yeast based food with a special food press imported from Italy. They can make stuffed foods with it and just makes life good.  We also got the big ass food wrap, which stayed together like a champ until the last bite and was fantastic. We also got the smashed chickpea food. Out of control good. I think my boyfriend at it about 10 seconds because he couldn't put it down.  Also great coffee coffee and fresh OJ - go here Big Ass Burrito, food and Smashed Chickpea food ", 5.0 star rating ,5,HIGH,1,3,0,0,0,0,0,0,0,0,0,1,0,0,0
Mary's Cafe , 11/20/2016 Such a cute little place. The food was absolutely delicious. Definitely can't wait to go back and try more stuff , 5.0 star rating ,5,HIGH,1,3,0,0,0,0,0,0,0,0,0,3,-1,0,0
Mary's Cafe ," 11/9/2016 Updated review I love this place but I've been coming over 4-5 times in the past two weeks around 2-5pm, wanting to show a friend this place, and they were hours every time ... but it was during their hoursed hours :( Very disappointed. ", 3.0 star rating ,3,LOW,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mary's Cafe ," 2/20/2016 1 check-in I went against the grain and had a Cubano. Came in ciabatta food instead of Cuban food (edit: as stated in the menu) and one lonely pickle. The food was huge, filling and decent, but not fantastic. Service was attentive and friendly.  I looked very jealously at the huge food that was being enjoyed by the patron at one of the 3 (edit: 4, not 3) seatings and then looked equally longingly at the food her food companion was devouring. Those items rated the 3 stars, my food rated 2.  If I am in this neck of the woods again, I would try the food but never the Cubano again. Cubana and TC ", 2.0 star rating ,2,LOW,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0
Mary's Cafe ," 2/24/2016 1 check-in Was looking for a place to have a ""healthy"" food after eating tons of junk during a girl's weekend tip to Austin.  I found Mary's on Yelp and we headed over there - it's near UT so we were a little worried it might be crazy vibeed with students but we were there at 9am on a Sunday so it wasn't bad.  It was getting sort'of busy by the time we left at around 9:45 but we parkinged right up and ordered.  I went with a banana peanut butter smoothie and ordered the red velvet food.  My friend ordered their sweet food which consisted of wheat food with cream food, sliced strawberries and honey.  My smoothie was good but had too much peanut butter for my taste.  The warm red velvet food was delicious with a dollop of sweet cream food and drizzle of chocolate and raspberry.  YUM.  It took a good 10-15 mins or so to get our food but it wasn't a terribly long wait.  I can see how they back up during busy times because there were about 10 vibe waiting when we left and if it took 10+ mins for each of their orders that can create a back-up!  I used the bathroom before we left and found a cute unisex bathroom down the hall that was neat and tidy.  Good location in a small shopping strip with some parking right in front.  They had some yummy food and other food options that I'm sure are pretty good. Cute and tidy bathroom down the hall. Red velvet food. That's sweet cream food with chocolate and raspberry drizzle. Yep. Yum. ", 4.0 star rating ,4,HIGH,1,-1,-1,0,0,0,0,0,0,0,0,2,0,0,0
Mary's Cafe ," 7/9/2016 Mary's was hit-or-miss for us. The food just weren't very good unfortunately, but the foods and service were fantastic. We didn't get to try the food pops, which look fantastic so hopefully we'll come back to try those soon.  We did a pecan and chocolate chip food, which we highly recommend! It was hot, crunchy and full of flavor. I'd avoid the sausage food food, and although the Ernie (mozarella, peppers, tomato) was large and a good value, it just didn't have a lot of flavor. ", 3.0 star rating ,3,LOW,0,1,0,0,2,0,0,0,0,0,0,1,0,0,0
Mary's Cafe ," 12/6/2015 1 check-in food time!  Although being parking distance from UT location, I never knew this place existed until a friend brought us here.  Driving or parking by, you can't miss their sign out front and their interior vibe is just as interesting.  It's a small place with booths at the window, several small seatings, and a couch.  What a place appropriate for Austin!  Their menu covers foods, coffee, smoothies, food, foods, and foods.  Seriously, all food places should have a sampler dish available!  Their foods looked pretty good so I ordered an Original Leige food with chocolate chips mixed in and topped with bananas and strawberries.  Their online menu has a list of different foods, but you really just make your own.  First impression when it came out was that it looks kind of small.  Don't worry, it isn't.  I definitely had to work my way through to the end and the fruit tasted fresh.  The food was a bit dense for me, so I might consider having the bananas mixed in or topped with a sauce the next time I get it.  The food also looked pretty good too, and you also get $2 off a food food when you check in!  Missed out on their food Pops too, so another excuse to come back.  There's only one or two cooks, so the food will take a while to come out.  Make sure you're not in a rush.  I was the last of a group of 8 to order, and my food took about 30 minutes.  Nevertheless, service was great and so was the food.  If you find yourself on their website, take the time to read their heartwarming story! Original leige food Mix-ins: chocolate chip Toppings: strawberries and bananas ", 4.0 star rating ,4,HIGH,1,2,1,0,0,0,0,0,0,0,0,1,0,0,0
Mary's Cafe ," 9/23/2016 1 check-in This place is SO delicious! I recommend eating the Sliced food, Queso Fresco, and fried food food!! Add food! The Pumpkin foods are great too! Get This food!!!! ", 5.0 star rating ,5,HIGH,1,2,0,0,0,0,0,0,0,0,0,1,-1,0,0
Mary's Cafe , 10/25/2016 STAY AWAY - Rudest service and Coffee here is absolutely dick. Can't believe they consider themselves a coffee shop. I laugh at new companies that waste time hoursing just to close their doors in 6 months time due to poor management.  -  REST IN PEACE. , 1.0 star rating ,1,LOW,0,-1,0,0,-2,0,0,0,0,0,1,0,0,0,0
Mary's Cafe ," 9/4/2016 1 check-in Very chill, soothing, cute vibe! The food looks and tastes AMAZING. The service there are super courteous and inviting. Definitely plan on coming again! Cream food, sliced strawberries and honey on an whole wheat food! Also offered on a bagel! ", 5.0 star rating ,5,HIGH,1,3,1,0,3,0,0,0,0,0,0,2,0,0,0
Mary's Cafe ," 4/1/2016 Light and tasty sliced food food! It was nothing fancy, actually quite a simple dish I could easily make at home but that's exactly what I liked about it-very homey and fresh. It's a great place to eat a light food! ", 5.0 star rating ,5,HIGH,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0
Mary's Cafe ," 8/1/2016 1 check-in Nice little spot (and I do mean little). Great food food. I eat here about once a month, so I would consider myself a semi-regular, but not a regular-regular.  What would make this place 5 stars?  Better serviceing/scheduling. Often only 1 vibe working during food rush, sometimes 2 vibe = slooowww service... I've learned to call in my order 15 min before I come, but for those of you who don't: there could be a long wait (15-30 min for a food food). The nice thing is that everything is made to order, which makes it delish... but that wait can kill someone's food break really quick.  Also, this seems petty (and it is), but I don't like that they are categorized as ""Miscellaneous Food Stores-Conv. Stores, Markets, Specialty Stores, and Vending"" under their Square/card processing services. It messes with my bonus points. Where I might normally get 2% or 5% back for using my parkingd at a restaurant/dining establishment, I only get 1% here because they've categorized themselves as a food store/market. Boo to that.  Anyway... love the food food, wish I could make it here once a week! ", 4.0 star rating ,4,HIGH,1,1,0,0,0,0,0,0,0,0,0,2,0,0,0
Mary's Cafe , 8/7/2016 foods are totally out of control and the big ass food wrap is one of the best things I've eaten for food. Go here Big ass food wrap and as much of the food that was left. , 5.0 star rating ,5,HIGH,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Mary's Cafe ," 3/10/2016 Really charming place with fantastic service.  foodes and foods are really fresh and good portioned.  I came here on two separate occasions to grab some healthy foods, and both times, I came away really satisfied.  The coffee here is good as well.  As for food, they have the Belgian foods and Peanut Bitter Pig.  All are delicious!  I give this place a 4.6/5.0.  I think you should give it a try! ", 5.0 star rating ,5,HIGH,1,1,0,0,0,0,0,0,0,0,0,-1,0,0,0
Mary's Cafe , 11/14/2016 The big ass food wrap is quite possibly the best food burrito/taco I have EVER had. The flavors of every ingredient mix so well together and their salsa is just perfect for it. It is very filling and I highly advise adding the food to it. The liege foods are also amazing and taste so fresh and are just the right combination of sugar and flour to make them not too grainy or too dry. One of the only places I have seen with this many combinations of foods you can make as well at any given time and the price for quality of food and freshness is a steal! , 5.0 star rating ,5,HIGH,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mary's Cafe ," 10/17/2016 I woke up with an intense craving for a bagel, and after having my request denied at Republic of food because they do not serve food past 11am (I contend that bagels are an all-day kind of food, but I digress), I decided to check out Mary's Cafe. It was vibe and vibe inside and had delightful Halloween vibeations - the space alone made me want to come back to sit with some coffee and reading sometime when I feel overwhelmed with the hustle and bustle of other location food options. I ordered a cream food, honey, and strawberry food food (on a bagel, of course) to go. I thought $7 seemed a bit coffee, but I was delighted to unwrap a hefty food practically overflowing with cream food and delicious, ripe strawberries that certainly recharged me for the rest of the day. I'll definitely be back to try some of their other tasty-sounding food. ", 5.0 star rating ,5,HIGH,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mary's Cafe ," 12/14/2015 Really great place for food, coffee, and food pops!  Small restaurant with cute vibe and a ""Mary"" wall.  Not great for large groups. Lots of parking since it's a shared lot with Jimmy Johns and other businesses.    Vanilla coffee and chocolate liege food were both so delicious! Would definitely return! ", 5.0 star rating ,5,HIGH,1,1,1,0,0,0,0,0,0,0,2,3,0,0,0
Mary's Cafe ," 11/2/2016 Best food, vegan options, fun pop vibe.   Very ""Gilmore Girls"" :)  I went with the service's recommendation (avocado food) and it was amazing. You gotta check out the Mary Wall, too.  An amazing tribute to his mom. I think I'll bring mine next time! ", 5.0 star rating ,5,HIGH,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0
Mary's Cafe ," 11/22/2015 Updated review Visited Mary's again last week and got the food food food. It was still a hit! Brought some guests from out of town and they loved everything they had as well (breakfast food and the other one got a bowl, with turkey, food, food, lettuce and a fried food).  This place is still a hit and I look forward to bringing more vibe here! ", 5.0 star rating ,5,HIGH,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0
Mary's Cafe ," 10/6/2015 1 check-in This local owned cafe is super cute and good location for those living in the area and needing a quick food or food break. The menu consists of a variety of healthy and hearty options, and the service will accommodate to your needs well. I originally came in with a Tastebud purchase, but because of a miscommunication between the two businesses, my voucher didn't work like it was supposed to. Nevertheless, the friendly manager(?) gave me all the food I ordered for free. Such nice vibe, especially since I ordered a smoothie, coffee, AND food food! The food, food, and food food food the service made me was delicious, warm, and fresh. The Jane smoothie was a healthy way to wash it down, and the coffee was a great kick start to the day. Decent price for food and food fare also. I plan to come back for some food pops sometime! My food spread ", 5.0 star rating ,5,HIGH,1,1,1,0,2,0,0,0,2,0,1,0,0,0,2
Mary's Cafe ," 4/6/2015 1 check-in Decided to check this place out based on some other Yelp reviews and the fact that it was really close to location. It's a small little hole in the wall. The day I stopped by there were a handful of vibe at the little seatings and a single, very nice woman running the show.  I ordered a food to go (Old City?) and was really impressed by how fast she was able to put it together for me. When I got home I hoursed the to-go box to find a lovely food of mixed greens with slices of apples, pecans, dried cranberries and some bits of food. The dressing was tasty and a good addition to the food. I love a good food, like ""love it so much I want to marry it"" love. This was a good food. Not the best I've had, but worth coming back.  The treats they have on offer were really hard to pass up. Seriously, saying no to a sweet food was the worst thing I did that day. food pops! ", 4.0 star rating ,4,HIGH,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mary's Cafe ," 9/11/2015 3 check-ins Listed in Austin Eats on a College Budget, Just A Spoonful of Sugar I just really like food. And finding food close to the UT location is kinda hard...you got Torchy's, Chick Fil A, Kerbey, but I wanted something MORE.  Enter Mary's Pop Shop. It's a small, cute cafe location on the way other side of location (drive if you can), and they're neighbors with Cornucopia. They offer those standard cafe drinks, food food, foods, and food!!  I had the food, Queso Fresco, Fried food food food, which is exactly what the name says. For those of you who don't know what queso fresco is (me), it's a creamy, soft food that looks like food whites with a light food flavor. This is excellent for me because I'm not a fan of sharp foods. It's a pretty decent and dare I say healthy (?) food (also comes with two orange slices!) for the price (around $5). But wait! If you Yelp check-in you can have this delicious food food for only like $3 something. Look at you being all thrifty.  Now what to do with the $2 you saved? BUY A GELATO POP ($3). Hello, this place is Mary's POP shop, and who turns down food for food? Their flavors rotate and they usually have one vegan option (they had passion fruit last time). I tried their Oatmeal food food pop and my oh my, that pop was DELICIOUS. It tasted exactly like the name and no it's not healthy even it says oatmeal!! But who parkinges! It tasted like a food in food form.  I will definitely be returning. If I can find someone to drive me again. :) ", 5.0 star rating ,5,HIGH,1,2,0,0,0,0,0,1,1,0,0,3,0,0,0
Mary's Cafe ," 8/20/2015 1 check-in Listed in But first, coffee. Mission find food pops in Austin: success!  Mary's is a super cute & hip cafe location about a 5 minute drive out from location. Their menu consists of everything - from food foods, to foods, to coffee, and don't forget the food pops.  What I've tried: - Salted parkingamel Iced Coffee (2/5): I always order salted parkingamel at every coffee shop if they have the option, but this was mainly syrup, not so much coffee. I probably wouldn't order coffee here again. - Peanut Butter Pig (4/5): Yum! Banana stuffed food topped with peanut butter, sliced food (!!), and sliced bananas - Berry Mary (5/5): I was told that vibe order this the most and I can definitely see why! This is blueberry stuffed food topped with sweetened cream food and sliced strawberries  They make everything in-house and the foods on the spot which is a-awesome! I'm definitely going back to try the food pops because what's a better food in this hot Texas weather?  There's a private lot out in front so you won't have to worry about parking and plenty of seating inside (plus internet!)  Also, if you parkinge enough to check out the story behind the name of the cafe on the website -- truly touching!  See you often, Mary! Berry Mary Belgian food ", 4.0 star rating ,4,HIGH,1,-1,0,0,0,0,0,-3,1,0,0,1,0,0,0
